Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_004745,Yersinia phage L-413C,RefSeq,GCF_000841405.1,"Elliott,J.M., Filippov,A.A., Kutyrev,V.V., Bobrov,A.G., Kirillina,O.A., Motin,V.L., Chain,P.S., Garcia,E.","National Center for Biotechnology Information, NIH",USA,4/23/03,,Peduovirus L413C,30728,complete,,,Yersinia pestis,,
NC_004678,Staphylococcus phage phi44AHJD,RefSeq,GCF_000843045.1,"Vybiral,D., Takac,M., Loessner,M., Witte,A., von Ahsen,U., Blasi,U., Blaesi,U.","National Center for Biotechnology Information, NIH",USA,4/5/03,,Rosenblumvirus rv44AHJD,16784,complete,,,Staphylococcus,,
NC_004679,Staphylococcus phage P68,RefSeq,GCF_000842185.1,"Vybiral,D., Takac,M., Loessner,M., Witte,A., von Ahsen,U., Blasi,U., Blaesi,U.","National Center for Biotechnology Information, NIH",USA,4/5/03,,Staphylococcus phage P68,18227,complete,,,Staphylococcus aureus,,
NC_003524,Clostridium phage phi3626,RefSeq,GCF_000839145.1,"Zimmer,M., Scherer,S., Loessner,M.J.","Technical University of Munich, Institute of Microbiology, FML Weihenstephan",Germany,4/2/02,,Clostridium phage phi3626,33507,complete,,,Clostridium perfringens,,
NC_003315,Haemophilus phage HP2,RefSeq,GCF_000842865.1,"Williams,B.J., Golomb,M., Phillips,T., Brownlee,J., Olson,M.V., Smith,A.L.","National Center for Biotechnology Information, NIH",USA,4/22/01,,Hpunavirus HP2,31508,complete,,,Haemophilus influenzae,,
NC_002628,Methanothermobacter phage psiM100,RefSeq,GCF_000840645.2,"Luo,Y., Pfister,P., Leisinger,T., Wasserfallen,A.","National Center for Biotechnology Information, NIH",USA,12/13/00,,Methanothermobacter phage psiM100,31007,complete,,,Methanothermobacter,,
NC_002515,Mycoplasma phage P1,RefSeq,GCF_000838165.1,"Tu,A.H., Voelker,L.L., Shen,X., Dybvig,K., Zou,N., Park,K., Tu,A.-H.","National Center for Biotechnology Information, NIH",USA,8/22/00,,Delislevirus P1,11660,complete,,,Mycoplasmopsis pulmonis,,
NC_003313,Bacteriophage K139,RefSeq,GCF_000839045.1,"Kapfhammer,D., Blass,J., Evers,S., Reidl,J., Nesper,J., Fountoulakis,M., Mekalanos,J.J.","National Center for Biotechnology Information, NIH",USA,3/29/99,,Longwoodvirus K139,33106,complete,,,Vibrio cholerae O139,,
NC_001909,Lactococcus phage bIL170,RefSeq,GCF_000838765.1,"Crutz-Le Coq,A.M., Cesselin,B., Commissaire,J., Anba,J., Kyriakidis,S., Chopin,M.C.","National Center for Biotechnology Information, NIH",USA,7/1/98,,Skunavirus bIL170,31754,complete,,,Lactococcus,,
NC_001902,Methanobacterium phage psiM2,RefSeq,GCF_000837485.1,"Pfister,P., Wasserfallen,A., Stettler,R., Leisinger,T.","National Center for Biotechnology Information, NIH",USA,6/24/98,,Psimunavirus psiM2,26111,complete,,,Methanothermobacter thermautotrophicus,,
NC_001895,Bacteriophage P2,RefSeq,GCF_000836905.1,"Christie,G.E., Temple,L.M., Bartlett,B.A., Goodwin,T.S., Calendar,R., Yu,S., Myung,H., Barreiro,V., Odegrip,R., Bertani,L.E., Carlson,K., Davenport,L., Mosig,G., Haggard-Ljungquist,E., Haggard-Liungquist,E., Jacobsen,E., Rishovd,S., Six,W.S., Nilssen,O., Sunshine,M.G., Lindqvist,B.H., Kim,K.J., Koonin,E.V., Ziermann,R., Bartlett,B., Linderoth,N.A., Julien,B., Flick,K.E., Liu,Y., Saha,S., Halling,C., Six,E.W., Williams,J., Forsburg,S.L., Kurnit,D.M., Cheng,H., Yu,A., Nordstrom,K., Kockum,K., Feiwell,R., Birkeland,N.K., Lindquist,B.H., Ljungquist,E., Murray,K., Isaksson-Forsen,A.G., Challberg,M., Englund,P.T., Murray,N.E., Haggard,E.B.","National Center for Biotechnology Information, NIH",USA,5/19/98,,Peduovirus P2,33593,complete,,,Escherichia coli,,
NC_001835,Lactococcus phage SK1,RefSeq,GCF_000837965.1,"Chandry,P.S., Moore,S.C., Boyce,J.D., Davidson,B.E., Hillier,A.J., Moore,M.C.","National Center for Biotechnology Information, NIH",USA,9/11/97,,Skunavirus sk1,28451,complete,,,Lactococcus lactis,,
NC_002649,Bacillus phage GA1,RefSeq,GCF_000858305.1,"Gascon,I., Lazaro,J.M., Salas,M., Horcajadas,J.A., Monsalve,M., Rojo,F., Illana,B., Blanco,L., Freire,R., Serrano,M., Hermoso,J.M., Meijer,W.J.J.","National Center for Biotechnology Information, NIH",USA,9/28/96,,Gaunavirus GA1,21129,complete,United Kingdom: Scotland,,Bacillus sp. (in: firmicutes),,
NC_004165,Bacillus phage B103,RefSeq,GCF_000840305.1,"Pecenkova,T., Benes,V., Paces,J., Vlcek,C., Paces,V.","National Center for Biotechnology Information, NIH",USA,7/13/96,,Beecentumtrevirus B103,18630,complete,,,Bacillus subtilis,,
NC_004302,Lactococcus phage r1t,RefSeq,GCF_000840345.1,"van Sinderen,D., Karsens,H., Kok,J., Terpstra,P., Ruiters,M.H., Venema,G., Nauta,A., Smit,E.","National Center for Biotechnology Information, NIH",USA,6/5/96,,Lactococcus phage r1t,33350,complete,,,Lactococcus lactis,,
NC_001706,Lactococcus phage c2,RefSeq,GCF_000837665.1,"Lubbers,M.W., Waterfield,N.R., Beresford,T.P., Le Page,R.W., Jarvis,A.W., Ward,L.J., Jarvis,B.D.","National Center for Biotechnology Information, NIH",USA,1/3/96,,Ceduovirus c2,22172,complete,,,Lactococcus,,
NC_001697,Haemophilus phage HP1,RefSeq,GCF_000837885.1,"Esposito,D., Fitzmaurice,W.P., Benjamin,R.C., Goodman,S.D., Waldman,A.S., Scocca,J.J., Huang,P.C.","National Center for Biotechnology Information, NIH",USA,10/31/95,,Hpunavirus HP1,32355,complete,,,Haemophilus,,
NC_001317,Escherichia phage 186,RefSeq,GCF_001500715.1,"Portelli,R., Dodd,I.B., Xue,Q., Egan,J.B., Kalionis,B., Richardson,H., Puspurs,A.","National Center for Biotechnology Information, NIH",USA,9/2/95,,Eganvirus ev186,30624,complete,,,Escherichia,,
NC_001825,Streptococcus phage Cp1,RefSeq,GCF_000849625.1,"Martin,A.C., Lopez,R., Garcia,P., Escarmis,C., Gomez,A., Garcia,E., Ronda,C., Salas,M.","National Center for Biotechnology Information, NIH",USA,1/18/95,,Cepunavirus Cp1,19343,complete,,,Streptococcus pneumoniae,,
NC_001629,Lactococcus phage bIL67,RefSeq,GCF_000882295.1,"Schouler,C., Ehrlich,S.D., Chopin,M.C.","National Center for Biotechnology Information, NIH",USA,8/4/94,,Ceduovirus bIL67,22195,complete,,,Lactococcus,,
NC_001423,Bacillus phage PZA,RefSeq,GCF_002755075.1,"Paces,V., Vlcek,C., Urbanek,P., Hostomsky,Z.","National Center for Biotechnology Information, NIH",USA,4/28/93,,Salasvirus PZA,19366,complete,,,Bacillus subtilis,,
NC_001609,Enterobacteria phage P4,RefSeq,GCF_000846325.1,"Haggard-Liungquist,E., Jacobsen,E., Rishovd,S., Six,W.S., Nilssen,O., Sunshine,M.G., Lindqvist,B.H., Kim,K.J., Barreiro,V., Koonin,E.V., Calendar,R., Van Bokkelen,G.B., Dale,E.C., Halling,C., Christie,G.E., Deho,G., Finkel,S., Flensburg,J., Ghisotti,D., Kahn,M.L., Lane,K.B., Lin,C.S., Pierson,L.S., Six,E.W., Ziermann,R., Halling,C.H.","National Center for Biotechnology Information, NIH",USA,4/17/90,,Enterobacteria phage P4,11624,complete,,,Escherichia coli,,
NODE_58,,,,,,,,,Beluga Clostridium Phage,,,USA,,Clostridium,,
V00604,,,,,,,,,Inovirus M13,,,,,Escherichia coli,,
